asset_number,asset_name,category_name,location_name,serial_number,quantity,acquisition_cost,accumulated_depreciation,net_book_value,useful_life_months,remaining_life_months,residual_value,acquisition_date,depreciation_start_date,assumption_note
OPEN-FA-2024-0135,Drilling Machine,Technical Tools,Lugbe Bts,,1,0.00,0.00,0.00,36,36,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0136,PDU Extension,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0137,Murping Bucket,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0138,Bathing Bucket,Other Fixed Asset,Lugbe Bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0139,Air fiber,Other Fixed Asset,airport bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0140,Lite AP,Other Fixed Asset,airport bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0141,Gen2 AP,Other Fixed Asset,airport bts,,3,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0142,Surge protector,Other Fixed Asset,airport bts,,4,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0143,cloud Router Switch,ICT Equipment,airport bts,,5,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0144,Green Capital Tubular Battery,Power Equipment,airport bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0145,Growatt Inverter,Power Equipment,airport bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0146,Mppt Charge Controller,Power Equipment,airport bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0147,Solar panel,Power Equipment,airport bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0148,9U Rack,Other Fixed Asset,airport bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0149,4way Battery Rack,Power Equipment,airport bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0150,Mast,Other Fixed Asset,airport bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0151,Aviation Light,Other Fixed Asset,airport bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0152,Petrol Generator,Power Equipment,airport bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0153,1/32 splitter,Other Fixed Asset,Gudu bts,,4,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0154,1/16 splitter,Other Fixed Asset,Gudu bts,,5,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0155,Huawei SmartAX MA5608T,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0156,Ubiquiti Ufiber GPON,Other Fixed Asset,Gudu bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0157,Patch panel,ICT Equipment,Gudu bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0158,Mikrotik cloud core router,ICT Equipment,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0159,Spoild OTDR,Other Fixed Asset,Gudu bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0160,ONU,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0161,CloudRouter Switch Mikrotik,ICT Equipment,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0162,9U Rack,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0163,Huawei Router,ICT Equipment,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0164,Active Lite Beam Gen2,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0165,Non Active Lite Beam Gen2,Other Fixed Asset,Gudu bts,,4,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0166,Active Lite AP,Other Fixed Asset,Gudu bts,,4,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0167,Airfiber,Other Fixed Asset,Gudu bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0168,POE Adaoter,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0169,Active OTDR,Other Fixed Asset,Gudu bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0170,Active Cliver,Other Fixed Asset,Gudu bts,,3,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0171,Non Active Cliver,Other Fixed Asset,Gudu bts,,2,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0172,Bad Retrieved Fiber Cable,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0173,Bad Retrieved Cat 6 Cable,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0174,Closure,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0175,Water Save Bucket,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0176,Muping  Bucket,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0177,Water Dispenser Bottle,Other Fixed Asset,Gudu bts,,5,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0178,Tall Tubular Battery,Power Equipment,Gudu bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0179,Solar Panel,Power Equipment,Gudu bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0180,petrol Generator,Power Equipment,Gudu bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0181,4WAY Rack,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0182,Solar Charge Controller,Power Equipment,Gudu bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0183,Inverter,Power Equipment,Gudu bts,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0184,Cluster Table,Furniture & Fittings,Gudu bts,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0185,Extension,Other Fixed Asset,Gudu bts,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0186,Tall Standing Curburt,Other Fixed Asset,Gudu bts,,-,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF001,Standing Fan.,Other Fixed Asset,Head Office.,NE2202019,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF002,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF003,Standing Fan.,Other Fixed Asset,Head Office.,NE2202019,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF004,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF005,Standing Fan.,Other Fixed Asset,Head Office.,NE2109034N,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF006,Standing Fan.,Other Fixed Asset,Head Office.,HE2024MAR,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF007,Standing Fan.,Other Fixed Asset,Head Office.,HE2024FEB,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF008,Standing Fan.,Other Fixed Asset,Head Office.,12020,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF009,Standing Fan.,Other Fixed Asset,Head Office.,102019,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF010,Standing Fan.,Other Fixed Asset,Head Office.,112021,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF011,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF012,Standing Fan.,Other Fixed Asset,Head Office.,92019,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF013,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF014,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF015,Standing Fan.,Other Fixed Asset,Head Office.,HE2024MAR,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF016,Standing Fan.,Other Fixed Asset,Head Office.,12020,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF017,Standing Fan.,Other Fixed Asset,Head Office.,HE 2024FEB,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF018,Standing Fan.,Other Fixed Asset,Head Office.,NE2206016,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF019,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF020,Standing Fan.,Other Fixed Asset,Head Office.,HE2024MAR,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF021,Standing Fan.,Other Fixed Asset,Head Office.,NE2109036,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF022,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF023,Standing Fan.,Other Fixed Asset,Head Office.,HE2024FEB,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF024,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF025,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF026,Standing Fan.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF027,Standing Fan.,Other Fixed Asset,Head Office.,NE2209003,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/SF028,Standing Fan.,Other Fixed Asset,Head Office.,NE2202019,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0187,Standing Fan.,Other Fixed Asset,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0188,Standing Fan.,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0189,Standing Fan.,Other Fixed Asset,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0190,Standing Fan.,Other Fixed Asset,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0191,Standing Fan.,Other Fixed Asset,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0192,Standing Fan.,Other Fixed Asset,B.O.I BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0193,Standing Fan.,Other Fixed Asset,Gudu BTS,,4,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC001,Air Conditioner,Other Fixed Asset,Head Office.,ME261924218,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC002,Air Conditioner,Other Fixed Asset,Head Office.,2118683980616YA010066,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC003,Air Conditioner,Other Fixed Asset,Head Office.,2128692510503SA010034,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC004,Air Conditioner,Other Fixed Asset,Head Office.,MEZ61924218,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC005,Air Conditioner,Other Fixed Asset,Head Office.,2128064490301SA010164,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC006,Air Conditioner,Other Fixed Asset,Head Office.,CBAB19EJ02Z691,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC007,Air Conditioner,Other Fixed Asset,Head Office.,"24138429903761,",1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC008,Air Conditioner,Other Fixed Asset,Head Office.,2128692510501SA010020,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC009,Air Conditioner,Other Fixed Asset,Head Office.,2KK0126027NPOBEW5J73845,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC010,Air Conditioner,Other Fixed Asset,Head Office.,2KK018000NPOCGXHJ32279,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC011,Air Conditioner,Other Fixed Asset,Head Office.,2118683980609ya010219,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC012,Air Conditioner,Other Fixed Asset,Head Office.,CBAB19EJ02Z691,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC013,Air Conditioner,Other Fixed Asset,Head Office.,2KA0240003NP0C8SPPE0079,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC014,Air Conditioner,Other Fixed Asset,Head Office.,2KK0120022NPOBEW5J70254,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC015,Air Conditioner,Other Fixed Asset,Head Office.,2KK0120022NPOBEW5J73837,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC016,Air Conditioner,Other Fixed Asset,Head Office.,2KK0120022NPOBEW5J50523,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/PAM/AC017,Air Conditioner,Other Fixed Asset,Head Office.,2KK012002ZNPOBEW5J75416,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0194,Air Conditioner,Other Fixed Asset,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
